id,loan_amnt,term,int_rate,installment,grade,sub_grade,emp_length,home_ownership,annual_inc,issue_d,loan_status,purpose,addr_state,fico_range_low,fico_range_high,total_pymnt,total_rec_prncp,total_rec_int,last_pymnt_d
4464915,6000.0, 36 months,18.49,218.4,D,D2,4 years,MORTGAGE,42000.0,2013-04-01,Fully Paid,wedding,OH,690.0,694.0,7855.65,6000.0,1855.65,2016-03-01
813696,12800.0, 60 months,18.39,327.76,E,E2,9 years,MORTGAGE,67000.0,2011-07-01,Fully Paid,other,CT,675.0,679.0,18128.9395130822,12800.0,5328.94,2014-06-01
130887144,6000.0, 36 months,14.07,205.27,C,C3,1 year,RENT,35500.0,2018-03-01,Fully Paid,debt_consolidation,TX,695.0,699.0,6490.4079289957,6000.0,490.41,2018-11-01
20160111,15600.0, 36 months,10.15,504.47,B,B2,< 1 year,MORTGAGE,120000.0,2014-07-01,Fully Paid,debt_consolidation,CA,660.0,664.0,17336.6791734976,15600.0,1736.68,2016-12-01
65433302,8000.0, 36 months,12.74,268.56,C,C1,5 years,RENT,53706.0,2016-11-01,Charged Off,debt_consolidation,MI,660.0,664.0,4851.57,3620.91,1230.66,2018-05-01
63419771,7000.0, 36 months,13.99,239.21,C,C4,2 years,OWN,30000.0,2015-10-01,Fully Paid,medical,GA,680.0,684.0,8840.9192984728,7000.0,1810.92,2019-01-01
70792246,7900.0, 36 months,8.39,248.99,B,B1,2 years,RENT,19200.0,2016-02-01,Fully Paid,car,SC,710.0,714.0,7902.36,7900.0,2.36,2016-02-01
7638007,9750.0, 36 months,13.67,331.68,B,B5,5 years,MORTGAGE,89000.0,2013-10-01,Fully Paid,credit_card,MD,665.0,669.0,11874.2,9750.0,2124.2,2016-08-01
108729532,9000.0, 36 months,7.97,281.91,A,A5,10+ years,OWN,75000.0,2017-05-01,Fully Paid,debt_consolidation,OR,670.0,674.0,9165.025344433,9000.0,165.03,2017-07-01
50596252,9600.0, 36 months,9.17,306.04,B,B2,10+ years,MORTGAGE,67000.0,2015-06-01,Fully Paid,home_improvement,NC,700.0,704.0,11015.141376255,9600.0,1415.14,2018-03-01
76678449,20000.0, 60 months,12.99,454.96,C,C2,6 years,RENT,101300.0,2016-04-01,Fully Paid,debt_consolidation,WA,665.0,669.0,25342.4213409546,20000.0,5342.42,2018-10-01
49257837,28000.0, 36 months,5.32,843.22,A,A1,9 years,MORTGAGE,140000.0,2015-05-01,Fully Paid,credit_card,MO,725.0,729.0,29436.89,28000.0,1436.89,2016-07-01
107045897,40000.0, 36 months,7.49,1244.07,A,A4,< 1 year,MORTGAGE,110600.0,2017-04-01,Fully Paid,credit_card,FL,730.0,734.0,43524.952981524,40000.0,3524.95,2018-11-01
27651914,5000.0, 36 months,16.99,178.24,D,D3,10+ years,OWN,46000.0,2015-06-01,Fully Paid,other,MS,660.0,664.0,6407.142037766999,5000.0,1407.14,2018-06-01
24194842,12000.0, 60 months,14.99,285.42,C,C5,10+ years,MORTGAGE,46000.0,2014-08-01,Charged Off,debt_consolidation,MO,685.0,689.0,10817.92,6539.51,4278.41,2017-10-01
65078403,15000.0, 36 months,6.24,457.97,A,A2,5 years,MORTGAGE,45000.0,2015-11-01,Fully Paid,credit_card,MN,710.0,714.0,16160.9253139413,15000.0,1160.93,2017-07-01
68681695,8000.0, 36 months,8.49,252.51,B,B1,10+ years,RENT,80000.0,2016-01-01,Fully Paid,debt_consolidation,AZ,660.0,664.0,8839.256847071,8000.0,839.26,2018-02-01
109342395,7000.0, 36 months,14.08,239.52,C,C3,< 1 year,MORTGAGE,25000.0,2017-05-01,Charged Off,debt_consolidation,AZ,685.0,689.0,3602.32,2556.58,1030.74,2018-08-01
78061264,1925.0, 36 months,10.75,62.8,B,B4,< 1 year,OWN,20000.0,2016-06-01,Fully Paid,other,AZ,710.0,714.0,2350.710775119,1925.0,320.71,2018-10-01
466004,5000.0, 36 months,11.48,164.85,B,B2,10+ years,MORTGAGE,58000.0,2009-12-01,Charged Off,debt_consolidation,CO,710.0,714.0,4071.72,3141.69,929.66,2012-05-01
8968990,11000.0, 36 months,8.9,349.29,A,A5,9 years,MORTGAGE,98000.0,2013-11-01,Fully Paid,debt_consolidation,FL,670.0,674.0,12578.0424126406,11000.0,1560.58,2016-11-01
65503882,10000.0, 36 months,7.26,309.97,A,A4,3 years,MORTGAGE,70000.0,2015-11-01,Fully Paid,major_purchase,MI,720.0,724.0,10965.6355010926,10000.0,965.64,2017-10-01
46448449,24000.0, 36 months,13.99,820.15,C,C4,10+ years,OWN,105000.0,2015-04-01,Fully Paid,debt_consolidation,FL,670.0,674.0,28659.692320612,24000.0,4659.69,2017-03-01
75418217,30000.0, 60 months,22.45,836.27,E,E5,3 years,MORTGAGE,91000.0,2016-03-01,Charged Off,debt_consolidation,CA,670.0,674.0,7339.81,1427.52,2846.16,2016-09-01
5970394,8325.0, 36 months,15.22,289.49,C,C3,10+ years,MORTGAGE,56472.0,2013-07-01,Fully Paid,home_improvement,SC,685.0,689.0,10430.4473746963,8325.0,2105.45,2016-08-01
1023170,32275.0, 60 months,11.71,713.22,B,B3,2 years,RENT,77000.0,2011-11-01,Fully Paid,debt_consolidation,NJ,750.0,754.0,42799.542621860805,32275.0,10524.54,2016-12-01
3848276,8900.0, 36 months,6.03,270.88,A,A1,8 years,MORTGAGE,83000.0,2013-03-01,Fully Paid,major_purchase,MO,830.0,834.0,9751.5319514369,8900.0,851.53,2016-04-01
7434697,33425.0, 36 months,16.2,1178.43,C,C4,10+ years,RENT,175000.0,2013-09-01,Fully Paid,debt_consolidation,PA,680.0,684.0,42423.3373550328,33425.0,8998.34,2016-09-01
48364294,4000.0, 36 months,12.69,134.18,C,C2,6 years,MORTGAGE,84000.0,2015-05-01,Charged Off,debt_consolidation,MN,665.0,669.0,3692.96,2025.75,652.21,2017-02-01
46805023,20000.0, 60 months,17.57,503.21,D,D4,10+ years,MORTGAGE,62400.0,2015-04-01,Charged Off,debt_consolidation,KS,660.0,664.0,7724.22,2738.07,3261.41,2016-04-01
88946007,15000.0, 36 months,13.49,508.96,C,C2,4 years,OWN,92000.0,2016-09-01,Charged Off,home_improvement,NY,665.0,669.0,1555.12,0.0,0.0,
131326387,24000.0, 36 months,7.34,744.79,A,A4,5 years,MORTGAGE,85000.0,2018-04-01,Fully Paid,credit_card,FL,740.0,744.0,25125.5352821693,24000.0,1125.54,2019-01-01
7515047,8000.0, 36 months,19.2,294.06,D,D3,7 years,RENT,65000.0,2013-10-01,Fully Paid,debt_consolidation,CA,670.0,674.0,10592.8882445176,8000.0,2592.89,2016-10-01
81466479,35000.0, 36 months,11.47,1153.67,B,B5,10+ years,MORTGAGE,95783.0,2016-06-01,Fully Paid,debt_consolidation,MD,680.0,684.0,41437.3591813333,35000.0,6437.36,2019-01-01
64201150,16000.0, 36 months,7.26,495.94,A,A4,10+ years,RENT,105725.0,2015-11-01,Fully Paid,debt_consolidation,TX,680.0,684.0,16880.6500000171,16000.0,880.65,2016-09-01
97729205,10000.0, 36 months,13.49,339.31,C,C2,4 years,MORTGAGE,55000.0,2017-02-01,Fully Paid,debt_consolidation,TX,710.0,714.0,11497.8946223626,10000.0,1497.89,2018-07-01
91227385,10000.0, 36 months,11.49,329.72,B,B5,10+ years,RENT,126000.0,2016-10-01,Charged Off,debt_consolidation,NJ,685.0,689.0,4667.77,2188.21,772.89,2017-07-01
118147975,2500.0, 36 months,16.02,87.92,C,C5,1 year,RENT,29999.0,2017-09-01,Charged Off,major_purchase,SC,795.0,799.0,355.28,0.0,0.0,
11235312,24000.0, 36 months,8.9,762.08,A,A5,1 year,MORTGAGE,225000.0,2014-01-01,Fully Paid,debt_consolidation,VA,720.0,724.0,27434.7601658067,24000.0,3434.76,2017-02-01
31217041,9000.0, 36 months,13.35,304.77,C,C2,3 years,MORTGAGE,27000.0,2014-10-01,Fully Paid,debt_consolidation,WA,700.0,704.0,10632.54,9000.0,1632.54,2016-08-01
11417165,1500.0, 36 months,13.98,51.26,C,C1,8 years,RENT,85000.0,2014-02-01,Fully Paid,debt_consolidation,NY,705.0,709.0,1782.5,1500.0,282.5,2016-02-01
38508740,13900.0, 36 months,11.44,457.97,B,B4,10+ years,MORTGAGE,60000.0,2015-01-01,Charged Off,debt_consolidation,IN,695.0,699.0,14693.8,11668.9,2538.51,2017-08-01
26329655,30000.0, 60 months,18.99,778.06,E,E1,10+ years,RENT,73346.0,2014-09-01,Fully Paid,debt_consolidation,WA,695.0,699.0,30944.70011925,30000.0,944.7,2014-11-01
129671486,3000.0, 36 months,6.07,91.37,A,A2,1 year,RENT,37000.0,2018-03-01,Fully Paid,debt_consolidation,TN,825.0,829.0,3134.0091296019,3000.0,134.01,2019-02-01
44703403,26550.0, 60 months,10.99,577.13,B,B4,6 years,MORTGAGE,53240.0,2015-04-01,Charged Off,credit_card,FL,675.0,679.0,6893.14,4215.88,2677.26,2016-04-01
44965455,27500.0, 36 months,7.89,860.36,A,A5,< 1 year,MORTGAGE,225000.0,2015-04-01,Fully Paid,debt_consolidation,TX,705.0,709.0,30996.5481244196,27500.0,3496.55,2018-04-01
3529240,13000.0, 36 months,14.09,444.88,B,B5,3 years,MORTGAGE,60000.0,2013-03-01,Fully Paid,debt_consolidation,KS,660.0,664.0,15099.6844057657,13000.0,2099.68,2014-08-01
54638862,21000.0, 60 months,19.19,546.95,E,E3,3 years,RENT,95000.0,2015-07-01,Charged Off,debt_consolidation,CA,710.0,714.0,4619.79,643.56,952.51,2015-10-01
73598892,18000.0, 36 months,9.75,578.7,B,B3,5 years,OWN,69528.0,2016-03-01,Fully Paid,debt_consolidation,TX,730.0,734.0,18990.6701703766,18000.0,990.67,2017-02-01
6899365,2400.0, 36 months,13.68,81.66,C,C1,1 year,RENT,25000.0,2013-09-01,Fully Paid,debt_consolidation,TX,670.0,674.0,2939.4857252751003,2400.0,539.49,2016-09-01
67686101,16000.0, 60 months,14.48,376.29,C,C5,9 years,RENT,172000.0,2015-12-01,Charged Off,debt_consolidation,TX,670.0,674.0,6978.98,2771.34,2483.85,2017-02-01
58480528,30000.0, 60 months,13.33,687.68,C,C3,< 1 year,RENT,100000.0,2015-08-01,Charged Off,debt_consolidation,FL,710.0,714.0,8180.25,2186.52,1917.34,2016-03-01
1734721,14400.0, 36 months,12.12,479.12,B,B3,7 years,MORTGAGE,115000.0,2012-11-01,Fully Paid,credit_card,NJ,705.0,709.0,16699.1030597848,14400.0,2299.1,2014-08-01
17654084,24000.0, 60 months,13.35,550.39,C,C2,10+ years,RENT,109285.0,2014-06-01,Fully Paid,debt_consolidation,MS,705.0,709.0,25801.5516749104,24000.0,1801.55,2015-01-01
73558822,13650.0, 36 months,19.53,504.02,D,D5,7 years,MORTGAGE,31000.0,2016-03-01,Charged Off,debt_consolidation,FL,685.0,689.0,9654.01,5469.4,3084.13,2017-08-01
99995264,16000.0, 36 months,18.99,586.42,D,D3,10+ years,OWN,48000.0,2017-03-01,Fully Paid,credit_card,FL,660.0,664.0,19779.7142851673,16000.0,3779.71,2018-09-01
93724259,13500.0, 60 months,15.99,328.23,C,C5,8 years,RENT,65000.0,2016-11-01,Fully Paid,debt_consolidation,CO,675.0,679.0,15076.5454375658,13500.0,1576.55,2017-08-01
75859487,12000.0, 60 months,14.46,282.09,C,C4,3 years,RENT,118000.0,2016-03-01,Charged Off,debt_consolidation,AZ,660.0,664.0,2826.26,1441.82,1369.44,2017-02-01
7256861,12000.0, 60 months,15.61,289.34,C,C3,8 years,MORTGAGE,76000.0,2013-10-01,Fully Paid,car,GA,690.0,694.0,17360.029800835,12000.0,5360.03,2018-10-01
5645813,11000.0, 36 months,7.9,344.2,A,A4,3 years,MORTGAGE,45000.0,2013-06-01,Fully Paid,credit_card,CT,695.0,699.0,12158.9900025449,11000.0,1158.99,2015-03-01
3145047,19000.0, 60 months,23.28,538.68,F,F2,8 years,RENT,137500.0,2013-01-01,Fully Paid,other,AZ,680.0,684.0,24770.822683349903,19000.0,5770.82,2014-07-01
70694113,13150.0, 36 months,6.49,402.98,A,A2,3 years,MORTGAGE,52000.0,2016-02-01,Fully Paid,debt_consolidation,MO,760.0,764.0,14451.7396708331,13150.0,1301.74,2018-07-01
64079623,3950.0, 36 months,11.49,130.24,B,B5,10+ years,MORTGAGE,62000.0,2015-11-01,Fully Paid,home_improvement,WA,675.0,679.0,4520.5135856164,3950.0,570.51,2017-06-01
2080282,9325.0, 36 months,12.12,310.26,B,B3,10+ years,MORTGAGE,28000.0,2012-11-01,Fully Paid,debt_consolidation,WV,710.0,714.0,11169.280902263,9325.0,1844.28,2015-12-01
1448134,12250.0, 36 months,15.31,426.52,C,C2,Unknown,OWN,35952.0,2012-08-01,Charged Off,debt_consolidation,WI,675.0,679.0,14075.15,11002.24,3072.2,2015-05-01
86995345,15000.0, 36 months,8.99,476.93,B,B1,7 years,MORTGAGE,68000.0,2016-08-01,Fully Paid,medical,TX,665.0,669.0,16842.762986175,15000.0,1842.76,2018-06-01
24013535,31975.0, 36 months,13.35,1082.77,C,C2,4 years,MORTGAGE,69680.16,2014-08-01,Fully Paid,debt_consolidation,TN,715.0,719.0,38474.37,31975.0,6445.23,2016-10-01
15340952,11775.0, 60 months,20.49,315.19,E,E2,< 1 year,MORTGAGE,32760.0,2014-05-01,Fully Paid,debt_consolidation,LA,680.0,684.0,18711.3586599824,11775.0,6936.36,2018-08-01
33411283,10000.0, 36 months,6.03,304.36,A,A1,10+ years,OWN,125000.0,2014-11-01,Fully Paid,home_improvement,NH,765.0,769.0,10953.425961824,10000.0,953.43,2017-11-01
70271489,18000.0, 60 months,16.29,440.51,D,D1,8 years,MORTGAGE,55000.0,2016-02-01,Fully Paid,credit_card,NC,660.0,664.0,22797.7538121359,18000.0,4797.75,2017-12-01
38625156,19650.0, 36 months,13.66,668.36,C,C3,10+ years,RENT,41000.0,2015-01-01,Fully Paid,credit_card,KS,705.0,709.0,24045.6122450405,19650.0,4395.61,2018-01-01
112290120,23550.0, 60 months,30.75,772.81,F,F5,10+ years,MORTGAGE,160300.0,2017-07-01,Fully Paid,debt_consolidation,VA,685.0,689.0,27549.936676780897,23550.0,3999.94,2018-01-01
99925563,10000.0, 36 months,7.49,311.02,A,A4,5 years,MORTGAGE,38400.0,2017-03-01,Fully Paid,home_improvement,DE,790.0,794.0,10285.7705231278,10000.0,285.77,2017-12-01
53141404,31000.0, 36 months,8.18,974.01,B,B1,2 years,RENT,62000.0,2015-07-01,Fully Paid,credit_card,CA,685.0,689.0,34249.7096000089,31000.0,3249.71,2017-03-01
42364818,12000.0, 60 months,11.53,264.1,B,B5,9 years,MORTGAGE,76000.0,2015-03-01,Fully Paid,home_improvement,AZ,680.0,684.0,15444.216412055,12000.0,3444.22,2018-09-01
78022018,12000.0, 36 months,7.39,372.67,A,A4,7 years,MORTGAGE,80000.0,2016-04-01,Fully Paid,other,AK,680.0,684.0,13129.8018087236,12000.0,1129.8,2018-07-01
74774168,10000.0, 36 months,10.75,326.21,B,B4,Unknown,RENT,51000.0,2016-03-01,Fully Paid,credit_card,WA,705.0,709.0,11446.817576543,10000.0,1446.82,2017-12-01
68596392,17000.0, 36 months,5.32,511.96,A,A1,5 years,MORTGAGE,98000.0,2015-12-01,Fully Paid,credit_card,PA,755.0,759.0,18313.1762207754,17000.0,1313.18,2018-02-01
76265955,20000.0, 36 months,12.99,673.79,C,C2,5 years,MORTGAGE,110000.0,2016-04-01,Fully Paid,home_improvement,IN,660.0,664.0,21989.076967987,20000.0,1989.08,2017-03-01
32119139,18000.0, 60 months,15.61,434.01,D,D1,10+ years,MORTGAGE,69000.0,2014-10-01,Charged Off,debt_consolidation,OH,715.0,719.0,2588.45,1238.84,1349.61,2015-04-01
66625291,10500.0, 36 months,9.17,334.73,B,B2,4 years,MORTGAGE,53000.0,2015-12-01,Fully Paid,credit_card,OH,700.0,704.0,12047.6850233256,10500.0,1547.69,2018-10-01
4197419,10000.0, 36 months,14.09,342.22,B,B5,6 years,MORTGAGE,52000.0,2013-04-01,Fully Paid,credit_card,OH,675.0,679.0,11469.4839987965,10000.0,1469.48,2014-07-01
5545094,5000.0, 36 months,15.31,174.09,C,C2,10+ years,MORTGAGE,175000.0,2013-06-01,Fully Paid,medical,MD,700.0,704.0,5361.365714103901,5000.0,361.37,2013-12-01
41288474,10000.0, 36 months,13.99,341.73,C,C4,1 year,RENT,45200.0,2015-02-01,Fully Paid,debt_consolidation,CO,660.0,664.0,11054.45,10000.0,1054.45,2016-01-01
76283186,3000.0, 36 months,9.16,95.63,B,B2,9 years,MORTGAGE,65800.0,2016-04-01,Fully Paid,debt_consolidation,AZ,675.0,679.0,3367.2047999835,3000.0,367.2,2018-04-01
43769544,15000.0, 36 months,11.53,494.86,B,B5,5 years,RENT,80000.0,2015-04-01,Fully Paid,credit_card,CA,670.0,674.0,17800.5491753885,15000.0,2800.55,2018-03-01
60707432,15000.0, 36 months,6.89,462.41,A,A3,10+ years,MORTGAGE,73000.0,2015-09-01,Fully Paid,credit_card,GA,730.0,734.0,15822.800004915,15000.0,822.8,2016-08-01
95374201,11225.0, 36 months,17.99,405.76,D,D2,10+ years,MORTGAGE,35000.0,2016-12-01,Charged Off,debt_consolidation,CO,705.0,709.0,5340.23,2002.56,1232.3,2017-09-01
88917567,20000.0, 36 months,12.79,671.86,C,C1,10+ years,MORTGAGE,82845.0,2016-09-01,Fully Paid,debt_consolidation,FL,685.0,689.0,23951.4434982812,20000.0,3951.44,2019-01-01
10694960,12000.0, 36 months,9.67,385.35,B,B1,< 1 year,RENT,38000.0,2014-02-01,Fully Paid,debt_consolidation,MI,680.0,684.0,13776.520000426,12000.0,1776.52,2016-06-01
43549872,23225.0, 60 months,12.69,524.77,C,C2,7 years,RENT,53000.0,2015-03-01,Fully Paid,debt_consolidation,CA,710.0,714.0,25890.6,23225.0,2665.6,2016-03-01
124120298,21500.0, 60 months,15.05,512.05,C,C4,1 year,RENT,70000.0,2017-11-01,Fully Paid,debt_consolidation,FL,670.0,674.0,24219.0498829679,21500.0,2719.05,2018-11-01
1282751,2400.0, 36 months,13.11,81.0,B,B4,2 years,RENT,22000.0,2012-06-01,Fully Paid,other,NY,675.0,679.0,2828.520138423,2400.0,428.52,2014-08-01
90320353,10000.0, 36 months,10.99,327.34,B,B4,10+ years,RENT,233000.0,2016-09-01,Fully Paid,credit_card,TX,700.0,704.0,11215.3521286317,10000.0,1215.35,2018-02-01
67205690,4200.0, 36 months,11.99,139.49,C,C1,< 1 year,RENT,45365.0,2015-12-01,Fully Paid,credit_card,CA,660.0,664.0,5026.8052261645,4200.0,826.81,2019-01-01
7615280,10000.0, 36 months,15.61,349.65,C,C3,6 years,RENT,95000.0,2013-10-01,Fully Paid,debt_consolidation,NH,680.0,684.0,11064.744267273702,10000.0,1064.74,2014-07-01
86403383,24000.0, 36 months,12.79,806.23,C,C1,10+ years,MORTGAGE,75000.0,2016-08-01,Fully Paid,home_improvement,OR,695.0,699.0,28341.2130440088,24000.0,4341.21,2018-07-01
1413621,30000.0, 36 months,8.9,952.6,A,A5,10+ years,MORTGAGE,138000.0,2012-07-01,Fully Paid,debt_consolidation,CA,735.0,739.0,33760.939119685696,30000.0,3760.94,2014-07-01
70341515,11200.0, 36 months,9.16,357.0,B,B2,8 years,OWN,101000.0,2016-02-01,Fully Paid,home_improvement,NC,715.0,719.0,11788.71,11200.0,588.71,2016-09-01
7717640,21000.0, 36 months,16.2,740.38,C,C4,10+ years,RENT,59500.0,2013-10-01,Fully Paid,debt_consolidation,NM,700.0,704.0,23976.0326790686,21000.0,2976.03,2014-10-01
49956275,16000.0, 60 months,15.61,385.79,D,D1,10+ years,RENT,46000.0,2015-05-01,Fully Paid,credit_card,TX,675.0,679.0,22111.3558423789,16000.0,6111.36,2018-08-01
17763188,33000.0, 60 months,10.99,717.34,B,B3,2 years,MORTGAGE,97000.0,2014-06-01,Fully Paid,credit_card,TX,735.0,739.0,41172.5934870336,33000.0,8172.59,2017-05-01
54494153,3000.0, 36 months,12.29,100.06,C,C1,Unknown,OWN,13704.0,2015-07-01,Fully Paid,home_improvement,TX,750.0,754.0,3600.0654015620003,3000.0,600.07,2018-07-01
74562118,10000.0, 36 months,6.97,308.64,A,A3,< 1 year,RENT,95000.0,2016-03-01,Fully Paid,credit_card,CA,715.0,719.0,11106.923440225,10000.0,1106.92,2019-03-01
137804283,35000.0, 60 months,13.56,806.43,C,C1,10+ years,RENT,92000.0,2018-07-01,Charged Off,credit_card,PA,685.0,689.0,2392.92,1246.77,1146.15,2018-11-01
20049389,6000.0, 36 months,12.49,200.7,B,B5,6 years,RENT,150000.0,2014-07-01,Charged Off,other,CA,705.0,709.0,3813.3,2887.95,925.35,2016-02-01
8785462,2400.0, 36 months,10.99,78.57,B,B2,7 years,MORTGAGE,200000.0,2013-11-01,Fully Paid,debt_consolidation,CA,690.0,694.0,2542.8086712743,2400.0,142.81,2014-06-01
86494091,10000.0, 36 months,11.49,329.72,B,B5,8 years,OWN,90000.0,2016-08-01,Fully Paid,other,NY,735.0,739.0,11819.7522116465,10000.0,1819.75,2019-03-01
84274155,18525.0, 36 months,11.49,610.8,B,B5,10+ years,OWN,42000.0,2016-07-01,Fully Paid,debt_consolidation,NC,710.0,714.0,21884.285074399,18525.0,3359.29,2019-01-01
42864694,21000.0, 36 months,14.65,724.38,C,C5,Unknown,MORTGAGE,96000.0,2015-03-01,Fully Paid,home_improvement,HI,675.0,679.0,23523.09,21000.0,2523.09,2016-03-01
51035672,5000.0, 36 months,5.32,150.58,A,A1,10+ years,MORTGAGE,48000.0,2015-06-01,Fully Paid,debt_consolidation,IN,670.0,674.0,5419.16272513,5000.0,419.16,2018-06-01
1193037,22000.0, 36 months,7.9,688.39,A,A4,5 years,RENT,45000.0,2012-03-01,Fully Paid,debt_consolidation,PA,735.0,739.0,24781.8699916488,22000.0,2781.87,2015-04-01
54158744,19825.0, 36 months,14.65,683.85,C,C5,Unknown,MORTGAGE,48000.0,2015-07-01,Fully Paid,credit_card,PA,695.0,699.0,23797.8910317326,19825.0,3972.89,2017-05-01
75547970,9775.0, 36 months,17.27,349.83,D,D2,8 years,MORTGAGE,70000.0,2016-04-01,Fully Paid,debt_consolidation,GA,660.0,664.0,12009.6963200376,9775.0,2234.7,2017-12-01
1444034,12000.0, 36 months,13.11,404.97,B,B4,10+ years,MORTGAGE,57270.0,2012-08-01,Fully Paid,debt_consolidation,CA,685.0,689.0,14495.2099982542,12000.0,2495.21,2015-02-01
60773673,5000.0, 36 months,11.53,164.96,B,B5,2 years,MORTGAGE,30000.0,2015-10-01,Fully Paid,debt_consolidation,TX,700.0,704.0,5931.781351314,5000.0,931.78,2018-10-01
55989582,32000.0, 60 months,14.65,755.42,C,C5,10+ years,MORTGAGE,71000.0,2015-07-01,Fully Paid,debt_consolidation,WA,725.0,729.0,42551.9569603905,32000.0,10551.96,2018-07-01
1455216,25000.0, 36 months,12.12,831.8,B,B3,8 years,MORTGAGE,250000.0,2012-08-01,Fully Paid,debt_consolidation,FL,715.0,719.0,29944.4259772433,25000.0,4944.43,2015-08-01
73399185,20000.0, 36 months,12.99,673.79,C,C2,2 years,OWN,160000.0,2016-03-01,Charged Off,debt_consolidation,UT,685.0,689.0,6105.66,1386.77,620.17,2016-06-01
55939522,13200.0, 60 months,9.99,280.4,B,B3,2 years,MORTGAGE,85000.0,2015-07-01,Fully Paid,debt_consolidation,MD,715.0,719.0,13854.1,13200.0,654.1,2016-01-01
5776440,10000.0, 36 months,13.11,337.47,B,B4,10+ years,OWN,100000.0,2013-06-01,Fully Paid,debt_consolidation,NY,680.0,684.0,12148.9021548702,10000.0,2148.9,2016-06-01
110907401,14900.0, 60 months,19.03,386.77,D,D3,3 years,OWN,115000.0,2017-06-01,Charged Off,debt_consolidation,MN,710.0,714.0,2304.87,939.45,1365.42,2017-12-01
85371414,6000.0, 36 months,11.49,197.83,B,B5,5 years,RENT,70000.0,2016-07-01,Fully Paid,debt_consolidation,PA,680.0,684.0,6827.2396236139,6000.0,827.24,2018-01-01
1088494,7875.0, 36 months,14.27,270.19,C,C2,1 year,RENT,28800.0,2012-01-01,Fully Paid,debt_consolidation,NY,685.0,689.0,9751.9200000095,7875.0,1861.92,2015-01-01
51926937,21550.0, 36 months,25.78,865.74,F,F5,8 years,RENT,92000.0,2015-07-01,Fully Paid,small_business,FL,660.0,664.0,31571.5104112569,21550.0,9978.22,2018-09-01
14530620,16000.0, 36 months,11.99,531.36,B,B3,2 years,RENT,60000.0,2014-04-01,Fully Paid,credit_card,OR,675.0,679.0,19035.46,16000.0,3035.46,2016-10-01
42191135,12000.0, 36 months,7.89,375.43,A,A5,8 years,RENT,65000.0,2015-03-01,Fully Paid,debt_consolidation,IL,690.0,694.0,13510.1285864278,12000.0,1510.13,2018-03-01
85078831,4500.0, 36 months,8.99,143.08,B,B1,10+ years,MORTGAGE,45176.0,2016-07-01,Fully Paid,credit_card,TN,680.0,684.0,5073.503377951501,4500.0,573.5,2018-07-01
105771628,8000.0, 36 months,5.32,240.92,A,A1,10+ years,MORTGAGE,90000.0,2017-04-01,Fully Paid,debt_consolidation,GA,705.0,709.0,8431.6495353631,8000.0,431.65,2018-06-01
30725894,6075.0, 36 months,20.2,226.39,E,E3,10+ years,MORTGAGE,40000.0,2014-10-01,Charged Off,debt_consolidation,AR,670.0,674.0,2120.9,641.89,483.24,2015-03-01
121271168,3000.0, 36 months,7.97,93.97,A,A5,10+ years,MORTGAGE,85000.0,2017-10-01,Fully Paid,debt_consolidation,NM,710.0,714.0,3052.547480946,3000.0,52.55,2017-12-01
88758887,8000.0, 36 months,10.99,261.88,B,B4,5 years,RENT,53000.0,2016-09-01,Fully Paid,debt_consolidation,IL,685.0,689.0,9065.775201465,8000.0,1065.78,2018-09-01
126123644,20000.0, 60 months,18.06,508.53,D,D2,4 years,OWN,52600.0,2017-12-01,Fully Paid,major_purchase,TX,735.0,739.0,22350.0914972716,20000.0,2350.09,2018-09-01
73192087,14400.0, 36 months,7.39,447.21,A,A4,2 years,RENT,80000.0,2016-03-01,Fully Paid,small_business,NV,685.0,689.0,15637.0292667619,14400.0,1237.03,2018-02-01
31337768,14000.0, 36 months,12.49,468.29,B,B5,2 years,MORTGAGE,55000.0,2014-10-01,Fully Paid,debt_consolidation,KS,695.0,699.0,16576.278733838702,14000.0,2576.28,2016-12-01
39549756,20000.0, 36 months,10.49,649.96,B,B3,< 1 year,RENT,50000.0,2015-01-01,Fully Paid,debt_consolidation,TX,685.0,689.0,23369.191345648,20000.0,3369.19,2018-01-01
38700098,25000.0, 36 months,8.19,785.61,A,A5,Unknown,MORTGAGE,105000.0,2015-01-01,Fully Paid,debt_consolidation,CA,685.0,689.0,28270.265126727,25000.0,3270.27,2018-02-01
120563411,4800.0, 36 months,21.45,181.96,D,D5,7 years,MORTGAGE,64000.0,2017-10-01,Fully Paid,debt_consolidation,LA,665.0,669.0,5688.305153515,4800.0,888.31,2018-09-01
54738300,22450.0, 36 months,13.99,767.18,C,C4,10+ years,MORTGAGE,56101.0,2015-07-01,Fully Paid,credit_card,TX,680.0,684.0,27583.524702684,22450.0,5133.52,2018-07-01
2370149,15450.0, 36 months,13.11,521.4,B,B4,Unknown,MORTGAGE,53000.0,2012-12-01,Charged Off,debt_consolidation,GA,675.0,679.0,6256.8,4490.99,1760.17,2013-12-01
51996628,28000.0, 60 months,15.61,675.12,D,D1,1 year,MORTGAGE,77000.0,2015-06-01,Charged Off,debt_consolidation,TX,680.0,684.0,10431.67,4009.47,4043.41,2016-06-01
13427774,24000.0, 36 months,7.9,750.97,A,A4,< 1 year,RENT,157000.0,2014-04-01,Fully Paid,credit_card,NY,735.0,739.0,27034.76198015669,24000.0,3034.76,2017-04-01
